dwpf,relh,drct,alti,vsby,feel,temp_c
51.8,82.12,60.0,29.91,4.97,57.2,14.000000000000002
50.0,67.54,70.0,30.21,6.21,60.8,16.0
51.8,72.2,60.0,30.47,6.21,60.8,16.0
51.8,76.98,120.0,30.5,6.21,59.0,15.0
48.2,71.83,220.0,30.39,5.59,57.2,14.000000000000002
46.4,67.12,70.0,30.21,6.21,57.2,14.000000000000002
42.8,51.45,80.0,30.3,6.21,60.8,16.0
48.2,63.15,230.0,30.24,6.21,60.8,16.0
44.6,55.12,340.0,30.27,6.21,60.8,16.0
41.0,45.04,300.0,30.21,6.21,62.6,17.0
44.6,48.55,240.0,29.97,6.21,64.4,18.000000000000004
50.0,76.82,240.0,29.91,6.21,57.2,14.000000000000002
44.6,62.69,180.0,30.12,6.21,57.2,14.000000000000002
50.0,72.01,220.0,30.09,6.21,59.0,15.0
50.0,72.01,250.0,29.97,5.59,59.0,15.0
42.8,45.32,270.0,29.8,6.21,64.4,18.000000000000004
46.4,62.92,230.0,30.06,6.21,59.0,15.0
51.8,72.2,270.0,30.12,6.21,60.8,16.0
50.0,72.01,70.0,29.8,6.21,59.0,15.0
35.6,41.42,270.0,29.68,6.21,59.0,15.0
42.8,51.45,230.0,29.97,6.21,60.8,16.0
48.2,38.46,290.0,29.97,6.21,75.2,24.0
35.6,34.22,320.0,30.12,6.21,64.4,18.000000000000004
53.6,77.14,210.0,30.3,6.21,60.8,16.0
53.6,77.14,90.0,30.27,5.59,60.8,16.0
48.2,49.1,230.0,30.12,6.21,68.0,20.0
48.2,55.63,50.0,30.06,6.21,64.4,18.000000000000004
53.6,72.38,200.0,29.97,6.21,62.6,17.0
48.2,52.25,90.0,30.09,6.21,66.2,19.0
44.6,40.29,120.0,30.33,6.21,69.8,21.0
46.4,51.98,200.0,30.3,6.21,64.4,18.000000000000004
48.2,59.26,190.0,30.24,6.21,62.6,17.0
41.0,42.28,220.0,30.18,6.21,64.4,18.000000000000004
48.2,59.26,200.0,30.12,6.21,62.6,17.0
51.8,67.75,210.0,30.0,6.21,62.6,17.0
44.6,48.55,120.0,29.97,6.21,64.4,18.000000000000004
53.6,72.38,160.0,29.94,6.21,62.6,17.0
48.2,59.26,220.0,29.85,6.21,62.6,17.0
37.4,41.71,340.0,29.8,6.21,60.8,16.0
42.8,66.7,50.0,29.97,6.21,53.6,12.0
48.2,67.33,110.0,30.0,6.21,59.0,15.0
50.0,67.54,160.0,30.12,6.21,60.8,16.0
53.6,77.14,40.0,30.12,6.21,60.8,16.0
48.2,63.15,120.0,30.33,6.21,60.8,16.0
48.2,55.63,0.0,30.33,6.21,64.4,18.000000000000004
55.4,72.56,210.0,30.27,6.21,64.4,18.000000000000004
53.6,72.38,200.0,30.06,6.21,62.6,17.0
48.2,67.33,290.0,30.0,6.21,59.0,15.0
42.8,51.45,360.0,30.03,6.21,60.8,16.0
48.2,52.25,220.0,30.12,6.21,66.2,19.0
42.8,37.61,220.0,30.15,6.21,69.8,21.0
44.6,48.55,190.0,30.09,6.21,64.4,18.000000000000004
46.4,48.83,340.0,30.06,6.21,66.2,19.0
44.6,48.55,320.0,30.15,6.21,64.4,18.000000000000004
51.8,63.6,220.0,30.18,6.21,64.4,18.000000000000004
55.4,72.56,200.0,30.27,6.21,64.4,18.000000000000004
53.6,63.82,230.0,30.24,6.21,66.2,19.0
55.4,64.04,220.0,30.12,6.21,68.0,20.0
50.0,52.51,220.0,30.15,6.21,68.0,20.0
55.4,72.56,210.0,30.03,6.21,64.4,18.000000000000004
51.8,56.13,150.0,30.0,6.21,68.0,20.0
51.8,63.6,70.0,30.09,6.21,64.4,18.000000000000004
51.8,59.74,210.0,30.12,6.21,66.2,19.0
57.2,72.74,200.0,30.06,6.21,66.2,19.0
57.2,72.74,190.0,30.0,6.21,66.2,19.0
35.6,34.22,110.0,30.15,6.21,64.4,18.000000000000004
26.6,26.98,80.0,30.3,6.21,60.8,16.0
35.6,38.85,190.0,30.42,6.21,60.8,16.0
50.0,59.5,230.0,30.24,6.21,64.4,18.000000000000004
48.2,52.25,70.0,30.09,6.21,66.2,19.0
53.6,67.95,210.0,30.03,6.21,64.4,18.000000000000004
55.4,68.15,210.0,29.83,6.21,66.2,19.0
59.0,93.79,210.0,29.71,5.59,60.8,16.0
50.0,87.56,300.0,29.88,6.21,53.6,12.0
39.2,44.76,190.0,30.03,6.21,60.8,16.0
44.6,51.72,210.0,29.97,6.21,62.6,17.0
57.2,72.74,210.0,29.8,6.21,66.2,19.0
41.0,45.04,200.0,30.09,6.21,62.6,17.0
44.6,48.55,220.0,30.09,6.21,64.4,18.000000000000004
55.4,77.29,100.0,30.03,6.21,62.6,17.0
55.4,72.56,190.0,29.91,6.21,64.4,18.000000000000004
48.2,46.16,80.0,29.94,6.21,69.8,21.0
44.6,29.79,260.0,29.91,6.21,77.78,26.0
55.4,64.04,90.0,30.12,6.21,68.0,20.0
53.6,63.82,250.0,30.06,6.21,66.2,19.0
55.4,68.15,80.0,29.91,6.21,66.2,19.0
59.0,72.92,80.0,29.71,6.21,68.0,20.0
60.8,73.09,210.0,29.56,6.21,69.8,21.0
50.0,41.14,280.0,29.68,6.21,75.2,24.0
51.8,41.42,230.0,29.97,6.21,77.0,25.0
53.6,53.03,60.0,30.18,6.21,71.6,21.999999999999996
55.4,50.17,150.0,30.36,6.21,75.2,24.0
53.6,46.98,150.0,30.3,6.21,75.2,24.0
51.8,43.97,150.0,30.18,6.21,75.2,24.0
60.8,68.75,110.0,29.91,6.21,71.6,21.999999999999996
51.8,56.13,180.0,30.09,6.21,68.0,20.0
48.2,46.16,210.0,30.21,6.21,69.8,21.0
60.8,68.75,210.0,30.12,6.21,71.6,21.999999999999996
60.8,64.69,210.0,30.03,6.21,73.4,23.000000000000004
62.6,64.91,200.0,30.12,6.21,75.2,24.0
59.0,50.69,220.0,30.06,6.21,78.8,26.0
62.6,61.13,210.0,29.97,6.21,77.0,25.0
62.6,73.27,90.0,30.0,6.21,71.6,21.999999999999996
60.8,60.9,80.0,30.12,6.21,75.2,24.0
59.0,57.12,120.0,30.09,6.21,75.2,24.0
51.8,41.42,130.0,30.03,6.21,77.0,25.0
57.2,53.55,80.0,30.03,6.21,75.2,24.0
53.6,44.25,100.0,30.12,6.21,77.0,25.0
55.4,50.17,320.0,30.12,6.21,75.2,24.0
66.2,73.61,190.0,30.06,6.21,75.2,24.0
59.0,45.07,300.0,29.97,6.21,82.46,28.000000000000004
64.4,69.14,300.0,30.06,6.21,75.2,24.0
59.0,60.67,210.0,29.94,6.21,73.4,23.000000000000004
60.8,54.05,90.0,29.94,6.21,78.8,26.0
60.8,77.75,220.0,30.09,6.21,68.0,20.0
64.4,69.14,220.0,30.09,6.21,75.2,24.0
64.4,69.14,160.0,30.03,6.21,75.2,24.0
59.0,50.69,190.0,30.09,6.21,78.8,26.0
59.0,45.07,220.0,30.03,6.21,82.46,28.000000000000004
57.2,42.25,70.0,30.03,6.21,82.08,28.000000000000004
59.0,42.52,210.0,29.94,6.21,83.92,29.0
66.2,51.72,220.0,29.94,6.21,88.39,30.0
66.2,51.72,210.0,30.0,6.21,88.39,30.0
60.8,40.41,210.0,30.12,6.21,87.75,31.0
66.2,58.08,100.0,30.03,6.21,84.63,28.000000000000004
71.6,65.95,170.0,29.97,6.21,89.6,29.0
73.4,74.28,100.0,30.12,6.21,88.26,28.000000000000004
68.0,58.32,220.0,30.09,6.21,87.4,29.0
69.8,62.03,220.0,30.0,6.21,88.43,29.0
71.6,65.95,210.0,30.06,6.21,89.6,29.0
71.6,65.95,210.0,30.09,6.21,89.6,29.0
71.6,65.95,210.0,30.0,6.21,89.6,29.0
69.8,65.74,150.0,30.03,6.21,86.22,28.000000000000004
57.2,37.62,50.0,29.83,6.21,84.97,30.0
71.6,69.9,90.0,29.71,6.21,87.18,28.000000000000004
51.8,29.18,280.0,29.62,6.21,85.39,31.0
42.8,26.22,280.0,29.77,6.21,79.3,26.999999999999996
44.6,26.49,290.0,29.88,6.21,80.5,28.000000000000004
51.8,43.97,160.0,30.09,6.21,75.2,24.0
48.2,36.22,330.0,30.18,6.21,77.0,25.0
64.4,57.84,210.0,30.15,6.21,82.27,26.999999999999996
68.0,69.52,210.0,30.09,6.21,81.1,26.0
64.4,61.36,140.0,30.06,6.21,80.56,26.0
69.8,62.03,80.0,30.06,6.21,88.43,29.0
60.8,48.05,40.0,30.06,6.21,82.9,28.000000000000004
57.2,42.25,70.0,29.94,6.21,82.08,28.000000000000004
66.2,54.8,190.0,29.88,6.21,86.5,29.0
71.6,69.9,130.0,29.91,6.21,87.18,28.000000000000004
71.6,69.9,130.0,29.97,6.21,87.18,28.000000000000004
73.4,70.08,190.0,30.03,6.21,90.94,29.0
71.6,65.95,210.0,30.09,6.21,89.6,29.0
71.6,65.95,210.0,30.06,6.21,89.6,29.0
71.6,65.95,180.0,30.06,6.21,89.6,29.0
71.6,65.95,210.0,30.12,6.21,89.6,29.0
68.0,61.81,80.0,30.12,6.21,85.38,28.000000000000004
71.6,65.95,200.0,30.03,6.21,89.6,29.0
60.8,45.34,100.0,29.94,6.21,84.43,29.0
68.0,58.32,80.0,29.88,6.21,87.4,29.0
62.6,48.32,350.0,29.85,6.21,85.03,29.0
71.6,69.9,180.0,29.94,6.21,87.18,28.000000000000004
69.8,65.74,100.0,30.06,6.21,86.22,28.000000000000004
62.6,48.32,140.0,29.91,6.21,85.03,29.0
64.4,57.84,200.0,29.94,6.21,82.27,26.999999999999996
59.0,50.69,280.0,29.97,6.21,78.8,26.0
71.6,69.9,200.0,29.94,6.21,87.18,28.000000000000004
69.8,62.03,100.0,30.0,6.21,88.43,29.0
71.6,69.9,110.0,30.03,6.21,87.18,28.000000000000004
68.0,55.04,120.0,29.91,6.21,89.41,30.0
73.4,70.08,100.0,29.85,6.21,90.94,29.0
75.2,74.44,80.0,29.91,6.21,92.45,29.0
73.4,59.01,110.0,30.03,6.21,98.2,32.0
66.2,43.61,340.0,29.97,6.21,94.29,33.0
71.6,55.53,210.0,29.97,6.21,96.41,32.0
66.2,46.14,220.0,29.97,6.21,92.27,32.0
69.8,62.03,60.0,30.03,6.21,88.43,29.0
71.6,62.25,180.0,29.97,6.21,91.92,30.0
77.0,79.04,160.0,29.83,6.21,94.16,29.0
62.6,57.6,120.0,30.0,6.21,80.31,26.0
53.6,41.69,210.0,30.09,6.21,78.8,26.0
60.8,57.36,140.0,30.12,6.21,77.0,25.0
57.2,47.52,90.0,30.18,6.21,78.8,26.0
68.0,65.54,170.0,30.09,6.21,83.29,26.999999999999996
66.2,58.08,210.0,30.06,6.21,84.63,28.000000000000004
71.6,69.9,80.0,30.06,6.21,87.18,28.000000000000004
68.0,61.81,100.0,30.09,6.21,85.38,28.000000000000004
64.4,51.47,200.0,30.09,6.21,85.71,29.0
66.2,54.8,220.0,30.03,6.21,86.5,29.0
71.6,74.11,190.0,30.06,6.21,84.57,26.999999999999996
66.2,61.58,180.0,30.15,6.21,82.75,26.999999999999996
71.6,69.9,180.0,30.09,6.21,87.18,28.000000000000004
69.8,62.03,220.0,30.03,6.21,88.43,29.0
71.6,65.95,210.0,30.03,6.21,89.6,29.0
71.6,65.95,230.0,30.03,6.21,89.6,29.0
68.0,58.32,40.0,30.06,6.21,87.4,29.0
73.4,70.08,110.0,30.03,6.21,90.94,29.0
71.6,65.95,110.0,30.0,6.21,89.6,29.0
69.8,62.03,90.0,29.97,6.21,88.43,29.0
68.0,55.04,230.0,29.94,6.21,89.41,30.0
66.2,61.58,230.0,29.97,6.21,82.75,26.999999999999996
66.2,73.61,330.0,29.94,6.21,75.2,24.0
60.8,57.36,150.0,30.06,6.21,77.0,25.0
53.6,41.69,180.0,30.06,6.21,78.8,26.0
64.4,61.36,180.0,29.91,6.21,80.56,26.0
64.4,57.84,100.0,30.03,6.21,82.27,26.999999999999996
69.8,65.74,220.0,30.15,6.21,86.22,28.000000000000004
69.8,69.71,220.0,30.15,6.21,83.9,26.999999999999996
66.2,69.33,180.0,30.0,6.21,77.0,25.0
64.4,65.12,130.0,29.97,6.21,77.0,25.0
66.2,69.33,350.0,29.65,6.21,77.0,25.0
41.0,23.07,290.0,29.71,6.21,80.29,28.000000000000004
62.6,57.6,100.0,29.8,6.21,80.31,26.0
68.0,83.21,240.0,29.85,6.21,73.4,23.000000000000004
60.8,54.05,220.0,30.18,6.21,78.8,26.0
69.8,73.95,220.0,29.97,6.21,81.39,26.0
59.0,82.62,80.0,30.0,3.73,64.4,18.000000000000004
51.8,52.77,190.0,29.91,6.21,69.8,21.0
57.2,56.88,230.0,30.0,6.21,73.4,23.000000000000004
55.4,60.21,60.0,30.0,6.21,69.8,21.0
59.0,64.48,140.0,30.12,6.21,71.6,21.999999999999996
55.4,53.29,100.0,30.12,6.21,73.4,23.000000000000004
64.4,65.12,210.0,30.03,6.21,77.0,25.0
66.2,73.61,100.0,30.15,6.21,75.2,24.0
62.6,64.91,130.0,30.15,6.21,75.2,24.0
68.0,73.78,210.0,30.09,6.21,77.0,25.0
66.2,69.33,100.0,30.03,6.21,77.0,25.0
57.2,53.55,210.0,30.12,6.21,75.2,24.0
59.0,57.12,180.0,30.18,6.21,75.2,24.0
60.8,57.36,180.0,30.24,6.21,77.0,25.0
64.4,69.14,190.0,30.18,6.21,75.2,24.0
64.4,69.14,220.0,30.06,6.21,75.2,24.0
60.8,73.09,160.0,30.15,6.21,69.8,21.0
62.6,64.91,120.0,30.24,6.21,75.2,24.0
66.2,73.61,250.0,30.15,6.21,75.2,24.0
66.2,73.61,140.0,30.27,6.21,75.2,24.0
68.0,73.78,220.0,30.15,6.21,77.0,25.0
60.8,57.36,70.0,30.06,6.21,77.0,25.0
66.2,83.09,180.0,30.09,6.21,71.6,21.999999999999996
60.8,64.69,200.0,30.09,6.21,73.4,23.000000000000004
60.8,60.9,170.0,30.12,6.21,75.2,24.0
60.8,60.9,180.0,30.12,6.21,75.2,24.0
64.4,69.14,220.0,30.18,6.21,75.2,24.0
64.4,69.14,180.0,30.33,6.21,75.2,24.0
64.4,69.14,170.0,30.3,6.21,75.2,24.0
66.2,73.61,90.0,30.33,6.21,75.2,24.0
64.4,69.14,120.0,30.36,6.21,75.2,24.0
60.8,60.9,180.0,30.33,6.21,75.2,24.0
60.8,60.9,170.0,30.21,6.21,75.2,24.0
62.6,68.94,110.0,29.97,6.21,73.4,23.000000000000004
60.8,77.75,160.0,29.8,6.21,68.0,20.0
60.8,68.75,100.0,30.06,6.21,71.6,21.999999999999996
60.8,64.69,210.0,30.12,6.21,73.4,23.000000000000004
46.4,43.13,220.0,30.21,6.21,69.8,21.0
53.6,56.38,220.0,30.21,6.21,69.8,21.0
55.4,56.63,200.0,30.18,6.21,71.6,21.999999999999996
57.2,60.44,70.0,30.27,6.21,71.6,21.999999999999996
62.6,73.27,230.0,30.33,6.21,71.6,21.999999999999996
57.2,56.88,340.0,30.24,6.21,73.4,23.000000000000004
57.2,60.44,220.0,30.24,6.21,71.6,21.999999999999996
51.8,46.71,230.0,30.03,6.21,73.4,23.000000000000004
50.0,52.51,310.0,30.0,6.21,68.0,20.0
50.0,59.5,120.0,30.18,6.21,64.4,18.000000000000004
51.8,56.13,260.0,30.21,6.21,68.0,20.0
60.8,73.09,250.0,30.15,6.21,69.8,21.0
59.0,68.55,230.0,29.97,6.21,69.8,21.0
59.0,64.48,180.0,29.83,6.21,71.6,21.999999999999996
48.2,49.1,300.0,29.94,6.21,68.0,20.0
24.8,23.5,310.0,29.97,6.21,62.6,17.0
30.2,31.28,250.0,30.0,6.21,60.8,16.0
33.8,38.56,340.0,30.09,6.21,59.0,15.0
35.6,41.42,10.0,30.15,6.21,59.0,15.0
35.6,38.85,270.0,30.24,6.21,60.8,16.0
44.6,55.12,320.0,30.12,6.21,60.8,16.0
48.2,52.25,330.0,29.94,6.21,66.2,19.0
21.2,20.2,310.0,29.91,6.21,62.6,17.0
28.4,29.06,310.0,30.06,6.21,60.8,16.0
26.6,28.77,320.0,30.06,6.21,59.0,15.0
46.4,59.01,90.0,30.15,6.21,60.8,16.0
33.8,31.85,270.0,30.09,6.21,64.4,18.000000000000004
50.0,55.88,290.0,30.09,6.21,66.2,19.0
41.0,45.04,350.0,30.12,6.21,62.6,17.0
39.2,39.43,290.0,30.21,6.21,64.4,18.000000000000004
41.0,42.28,280.0,30.12,6.21,64.4,18.000000000000004
53.6,67.95,280.0,30.0,6.21,64.4,18.000000000000004
55.4,72.56,230.0,30.03,6.21,64.4,18.000000000000004
51.8,56.13,220.0,30.03,6.21,68.0,20.0
48.2,59.26,350.0,30.03,6.21,62.6,17.0
35.6,44.19,250.0,30.33,6.21,57.2,14.000000000000002
39.2,50.91,190.0,30.36,6.21,57.2,14.000000000000002
33.8,38.56,330.0,29.94,6.21,59.0,15.0
39.2,54.34,340.0,29.71,6.21,55.4,13.0
23.0,28.2,340.0,29.88,6.21,55.4,13.0
32.0,57.0,340.0,29.91,6.21,46.4,8.0
12.2,21.59,290.0,29.88,6.21,44.63,10.0
14.0,19.16,330.0,30.21,6.21,55.4,13.0
26.6,32.76,330.0,30.47,6.21,55.4,13.0
41.0,58.27,270.0,30.56,6.21,55.4,13.0
44.6,62.69,220.0,30.47,6.21,57.2,14.000000000000002
46.4,62.92,230.0,30.39,6.21,59.0,15.0
35.6,53.81,310.0,30.15,6.21,51.8,10.999999999999998
42.8,66.7,160.0,30.18,6.21,53.6,12.0
44.6,51.72,10.0,29.85,6.21,62.6,17.0
53.6,72.38,220.0,29.21,4.35,62.6,17.0
37.4,57.77,310.0,29.91,6.21,51.8,10.999999999999998
35.6,47.16,240.0,30.18,6.21,55.4,13.0
44.6,55.12,280.0,29.88,6.21,60.8,16.0
35.6,38.85,310.0,29.71,6.21,60.8,16.0
24.8,28.48,310.0,30.0,6.21,57.2,14.000000000000002
28.4,33.05,290.0,30.3,6.21,57.2,14.000000000000002
35.6,57.52,350.0,30.21,6.21,46.29,10.0
35.6,50.36,80.0,30.45,6.21,53.6,12.0
35.6,50.36,340.0,30.42,6.21,53.6,12.0
35.6,44.19,40.0,30.59,6.21,57.2,14.000000000000002
39.2,47.72,310.0,30.45,6.21,59.0,15.0
46.4,67.12,270.0,30.5,6.21,57.2,14.000000000000002
44.6,62.69,290.0,30.42,6.21,57.2,14.000000000000002
50.0,72.01,320.0,30.18,6.21,59.0,15.0
41.0,51.18,80.0,29.97,6.21,59.0,15.0
35.6,44.19,310.0,29.47,6.21,57.2,14.000000000000002
32.0,43.61,340.0,29.77,6.21,53.6,12.0
44.6,58.77,310.0,30.0,6.21,59.0,15.0
46.4,43.13,320.0,30.15,6.21,69.8,21.0
46.4,55.37,260.0,30.06,6.21,62.6,17.0
33.8,36.16,240.0,30.21,6.21,60.8,16.0
46.4,51.98,300.0,30.21,6.21,64.4,18.000000000000004
50.0,46.43,290.0,30.18,6.21,71.6,21.999999999999996
46.4,38.18,290.0,30.03,6.21,72.23,23.000000000000004
42.8,42.57,270.0,29.83,6.21,66.2,19.0
48.2,67.33,50.0,29.59,6.21,59.0,15.0
53.6,82.25,160.0,29.5,6.21,59.0,15.0
41.0,82.25,330.0,29.77,6.21,59.0,13.0
30.2,35.57,220.0,30.0,6.21,57.2,14.000000000000002
42.8,58.52,250.0,29.94,6.21,57.2,14.000000000000002
33.8,41.13,320.0,29.94,6.21,57.2,14.000000000000002
33.8,46.88,60.0,30.15,6.21,53.6,12.0
44.6,66.91,230.0,30.03,6.21,55.4,13.0
39.2,58.02,320.0,29.97,6.21,53.6,12.0
39.2,54.34,320.0,30.21,6.21,55.4,13.0
44.6,48.55,330.0,30.06,6.21,64.4,18.000000000000004
39.2,42.0,40.0,30.09,6.21,62.6,17.0
39.2,50.91,300.0,30.18,6.21,57.2,14.000000000000002
41.0,58.27,340.0,30.03,6.21,55.4,13.0
42.8,51.45,250.0,30.0,6.21,60.8,16.0
48.2,40.85,330.0,30.06,6.21,72.36,23.000000000000004
46.4,45.88,330.0,30.12,6.21,68.0,20.0
44.6,51.72,110.0,30.3,6.21,62.6,17.0
50.0,67.54,250.0,30.36,6.21,60.8,16.0
50.0,76.82,290.0,30.15,5.59,57.2,14.000000000000002
51.8,87.65,290.0,29.94,4.97,55.4,13.0
39.2,54.34,80.0,30.33,6.21,55.4,13.0
44.6,58.77,60.0,30.59,6.21,59.0,15.0
46.4,62.92,240.0,30.53,6.21,59.0,15.0
44.6,62.69,230.0,30.42,6.21,57.2,14.000000000000002
44.6,62.69,220.0,30.24,6.21,57.2,14.000000000000002
41.0,66.48,320.0,29.77,5.59,51.8,10.999999999999998
35.6,53.81,310.0,29.68,6.21,51.8,10.999999999999998
26.6,34.98,330.0,29.88,6.21,53.6,12.0
42.8,76.18,60.0,29.88,6.21,44.12,10.0
46.4,87.37,110.0,29.74,6.21,44.63,10.0
41.0,66.48,70.0,29.71,6.21,51.8,10.999999999999998
26.6,37.38,310.0,29.88,6.21,51.8,10.999999999999998
33.8,61.28,30.0,30.06,6.21,44.24,8.0
30.2,49.53,260.0,30.06,6.21,45.63,9.000000000000002
17.6,22.41,220.0,29.97,6.21,55.4,13.0
44.6,22.41,230.0,29.94,6.21,55.4,14.000000000000002
44.6,71.45,10.0,29.94,6.21,53.6,12.0
30.2,43.32,280.0,29.91,6.21,51.8,10.999999999999998
39.2,61.99,320.0,30.03,6.21,51.8,10.999999999999998
46.4,59.01,330.0,30.21,6.21,60.8,16.0
51.8,76.98,260.0,30.24,6.21,59.0,15.0
50.0,72.01,60.0,30.12,3.73,59.0,15.0
42.8,58.52,350.0,30.15,6.21,57.2,14.000000000000002
42.8,66.7,10.0,30.06,6.21,53.6,12.0
46.4,62.92,300.0,29.85,6.21,59.0,15.0
44.6,62.69,290.0,29.71,6.21,57.2,14.000000000000002
33.8,53.54,120.0,29.71,6.21,46.72,10.0
37.4,61.76,240.0,29.74,6.21,48.44,10.0
35.6,50.36,200.0,29.74,6.21,53.6,12.0
35.6,44.19,200.0,29.8,6.21,57.2,14.000000000000002
35.6,53.81,90.0,29.8,6.21,51.8,10.999999999999998
32.0,70.08,100.0,29.83,6.21,35.75,5.0
41.0,87.09,330.0,29.5,4.35,39.18,7.000000000000001
50.0,76.82,60.0,29.32,6.21,57.2,14.000000000000002
30.2,33.35,240.0,29.59,6.21,59.0,15.0
39.2,37.03,270.0,29.53,6.21,66.2,19.0
50.0,72.01,270.0,29.41,6.21,59.0,15.0
44.6,55.12,260.0,29.23,6.21,60.8,16.0
37.4,39.14,230.0,29.41,6.21,62.6,17.0
32.0,31.56,270.0,29.77,6.21,62.6,17.0
42.8,54.86,240.0,29.8,6.21,59.0,15.0
50.0,72.01,210.0,29.91,6.21,59.0,15.0
53.6,72.38,220.0,29.74,6.21,62.6,17.0
48.2,59.26,240.0,29.56,6.21,62.6,17.0
37.4,34.51,290.0,29.8,6.21,66.2,19.0
42.8,54.86,280.0,29.97,6.21,59.0,15.0
53.6,82.25,210.0,29.83,6.21,59.0,15.0
41.0,42.28,260.0,29.5,6.21,64.4,18.000000000000004
44.6,51.72,220.0,29.62,6.21,62.6,17.0
39.2,47.72,220.0,29.47,6.21,59.0,15.0
35.6,44.19,160.0,29.53,6.21,57.2,14.000000000000002
37.4,44.47,220.0,29.59,6.21,59.0,15.0
33.8,43.9,180.0,29.74,6.21,55.4,13.0
21.2,24.49,170.0,30.03,6.21,57.2,14.000000000000002
17.6,17.32,310.0,29.94,6.21,62.6,17.0
35.6,38.85,190.0,29.71,6.21,60.8,16.0
39.2,66.27,330.0,29.5,6.21,49.27,10.0
37.4,50.64,320.0,29.8,6.21,55.4,13.0
48.2,59.26,250.0,30.0,6.21,62.6,17.0
42.8,54.86,200.0,30.12,6.21,59.0,15.0
48.2,52.25,220.0,29.85,6.21,66.2,19.0
50.0,67.54,90.0,29.83,6.21,60.8,16.0
42.8,45.32,230.0,29.62,6.21,64.4,18.000000000000004
30.2,27.55,300.0,29.68,6.21,64.4,18.000000000000004
42.8,51.45,140.0,30.0,6.21,60.8,16.0
33.8,33.93,110.0,29.88,6.21,62.6,17.0
51.8,72.2,200.0,29.77,6.21,60.8,16.0
39.2,30.77,280.0,29.8,6.21,69.91,21.999999999999996
44.6,45.6,60.0,30.12,6.21,66.2,19.0
46.4,59.01,330.0,30.03,6.21,60.8,16.0
48.2,59.26,60.0,29.8,6.21,62.6,17.0
50.0,72.01,70.0,29.71,6.21,59.0,15.0
53.6,77.14,200.0,29.74,6.21,60.8,16.0
48.2,63.15,210.0,29.65,6.21,60.8,16.0
44.6,58.77,170.0,29.32,6.21,59.0,15.0
46.4,59.01,220.0,29.56,6.21,60.8,16.0
48.2,67.33,90.0,29.77,6.21,59.0,15.0
51.8,82.12,30.0,30.0,6.21,57.2,14.000000000000002
48.2,55.63,230.0,29.91,6.21,64.4,18.000000000000004
50.0,63.38,40.0,30.03,6.21,62.6,17.0
53.6,56.38,320.0,30.21,6.21,69.8,21.0
48.2,40.85,80.0,30.27,6.21,72.36,23.000000000000004
50.0,49.37,80.0,30.27,6.21,69.8,21.0
53.6,59.97,90.0,30.21,6.21,68.0,20.0
51.8,52.77,90.0,30.15,6.21,69.8,21.0
53.6,56.38,210.0,30.06,6.21,69.8,21.0
53.6,53.03,110.0,30.09,6.21,71.6,21.999999999999996
51.8,46.71,250.0,30.12,6.21,73.4,23.000000000000004
53.6,46.98,140.0,30.03,6.21,75.2,24.0
57.2,68.35,330.0,30.06,6.21,68.0,20.0
53.6,56.38,230.0,29.88,6.21,69.8,21.0
57.2,68.35,150.0,29.85,6.21,68.0,20.0
50.0,52.51,220.0,29.65,6.21,68.0,20.0
37.4,36.74,220.0,29.91,6.21,64.4,18.000000000000004
41.0,48.0,170.0,29.91,6.21,60.8,16.0
44.6,48.55,180.0,29.83,6.21,64.4,18.000000000000004
55.4,56.63,240.0,29.74,6.21,71.6,21.999999999999996
44.6,51.72,330.0,29.88,6.21,62.6,17.0
55.4,64.04,320.0,30.0,6.21,68.0,20.0
57.2,64.26,320.0,30.03,6.21,69.8,21.0
59.0,64.48,210.0,29.97,6.21,71.6,21.999999999999996
59.0,68.55,210.0,29.83,6.21,69.8,21.0
55.4,60.21,310.0,29.8,6.21,69.8,21.0
59.0,72.92,80.0,29.94,6.21,68.0,20.0
59.0,72.92,230.0,30.06,6.21,68.0,20.0
60.8,77.75,220.0,29.97,6.21,68.0,20.0
37.4,34.51,180.0,29.94,6.21,66.2,19.0
46.4,51.98,180.0,29.97,6.21,64.4,18.000000000000004
46.4,40.57,220.0,29.97,6.21,70.37,21.999999999999996
48.2,46.16,350.0,30.03,6.21,69.8,21.0
53.6,53.03,220.0,30.0,6.21,71.6,21.999999999999996
53.6,59.97,80.0,30.03,6.21,68.0,20.0
51.8,46.71,140.0,30.03,6.21,73.4,23.000000000000004
53.6,49.9,130.0,29.97,6.21,73.4,23.000000000000004
57.2,68.35,130.0,29.91,6.21,68.0,20.0
59.0,68.55,70.0,29.94,6.21,69.8,21.0
62.6,73.27,210.0,30.03,6.21,71.6,21.999999999999996
57.2,53.55,170.0,30.0,6.21,75.2,24.0
50.0,41.14,70.0,30.0,6.21,75.2,24.0
60.8,64.69,70.0,29.97,6.21,73.4,23.000000000000004
60.8,64.69,70.0,29.88,6.21,73.4,23.000000000000004
62.6,73.27,190.0,29.91,6.21,71.6,21.999999999999996
59.0,60.67,220.0,29.97,6.21,73.4,23.000000000000004
62.6,73.27,190.0,29.91,6.21,71.6,21.999999999999996
55.4,53.29,280.0,30.03,6.21,73.4,23.000000000000004
59.0,60.67,160.0,30.12,6.21,73.4,23.000000000000004
62.6,68.94,110.0,30.06,6.21,73.4,23.000000000000004
62.6,82.86,60.0,29.97,6.21,68.0,20.0
62.6,73.27,60.0,29.88,6.21,71.6,21.999999999999996
